facility,state,nameOfFacility,date,confirmedResidents,confirmedStaff,deathsResidents,deathsStaff,residentsRecovered,staffRecovered,residentsTested,staffTested,residentPopulation,address,zipcode,city,county,latitude,longitude,FIPS
state,Nevada,HUMBOLDT CONSERVATION CAMP,12/2/2020,94,7,0,0,0,0,,,,,,,,,,
state,Nevada,INDIAN SPRINGS SOUTHERN TRAINING CENTER,12/2/2020,0,9,0,0,0,7,,,,20825 COLD CREEK RD,20825,INDIAN SPRINGS,,36.517043,-115.5561307,32003
state,Nevada,LOVELOCK CORRECTIONAL CENTER,12/2/2020,14,29,0,0,1,11,,,,,,,,,,
state,Nevada,NORTHERN NEVADA CORRECTIONAL CENTER,12/2/2020,1,49,0,0,3,9,,,,,,,,,,
state,Nevada,PIOCHE CONSERVATION CAMP,12/2/2020,91,0,0,0,2,0,,,,,,,,,,
state,Nevada,SOUTHERN DESERT CORRECTIONAL CENTER,12/2/2020,37,23,0,0,1,4,,,,20825 COLD CREEK RD,89070,INDIAN SPRINGS,CLARK,36.51489012,-115.5545967,32003
state,Nevada,STEWART TRAINING FACILITY NDOC,12/2/2020,227,5,0,0,0,0,,,,,,,,,,
state,Nevada,TONOPAH CONSERVATION CAMP,12/2/2020,1,0,0,0,1,0,,,,,,,,,,
state,Nevada,WARM SPRINGS CORRECTIONAL CENTER,12/2/2020,470,62,0,0,1,16,,,,,,,,,,
federal,New Hampshire,BERLIN FCI,12/2/2020,12,,0,0,7,0,302,,,,,,,,,
state,New Hampshire,FIELD SERVICES,12/2/2020,,5,,,,,,,,,,,,,,
federal,New Hampshire,HAMPSHIRE HOUSE RRC,12/2/2020,2,,0,0,2,0,2,,,,,,,,,33011
state,New Hampshire,NHCF W,12/2/2020,0,3,,,,,16,,,317 MAST RD,3045,GOFFSTOWN,HILLSBOROUGH,43.01027263,-71.53962687,33011
state,New Hampshire,NHSP M,12/2/2020,3,23,,,,,131,,,281 N STATE ST,3302,CONCORD,MERRIMACK,43.22710849,-71.55881796,33013
state,New Hampshire,NNHCF,12/2/2020,0,2,,,,,9,,,138 EAST MILAN RD,3570,BERLIN,COOS,44.51284996,-71.1450773,33007
state,New Hampshire,SPU AND RTU,12/2/2020,10,9,,,,,112,,,281 N STATE ST,3301,CONCORD,,43.22712,-71.55698,33013
state,New Hampshire,TWC AND THU,12/2/2020,0,2,,,,,7,,,,,,,,,
state,New Jersey,ADULT DIAGNOSTIC AND TREATMENT CENTER,12/2/2020,397,101,14,,,,,,,8 PRODUCTION WAY PO BOX 190,7095,WOODBRIDGE,MIDDLESEX,40.58959315,-74.27158104,34023
state,New Jersey,BAYSIDE STATE PRISON,12/2/2020,104,33,0,,,,,,,4293 RTE 47,8327,LEESBURG,CUMBERLAND,39.24379689,-74.95144898,34011
state,New Jersey,BO ROBINSON ASSESSMENT AND TREATMENT,12/2/2020,50,0,1,,,,,,,,,,,,,
state,New Jersey,CENTRAL OFFICE HEADQUARTERS,12/2/2020,0,63,0,,,,,,,1300 STUYVESANT AVE,8618,TRENTON,,40.2428226,-74.7920944,
state,New Jersey,CENTRAL RECEPTION AND ASSIGNMENT FACILITY,12/2/2020,266,113,2,,,,,,,2401 STUYVESANT AVENUE,8628,TRENTON,MERCER,40.24759594,-74.80452607,34021
state,New Jersey,CLINTON HOUSE,12/2/2020,0,0,0,,,,,,,,,,,,,
state,New Jersey,COLUMBUS HOUSE,12/2/2020,6,0,0,,,,,,,,,,,,,
state,New Jersey,CORRECTIONAL STAFF TRAINING ACADEMY,12/2/2020,0,2,0,,,,,,,GRACE HILL ROAD PO BOX 500,8831,MONROE TOWNSHIP,MIDDLESEX,40.34246128,-74.39847856,34023
state,New Jersey,CURA INC,12/2/2020,1,0,0,,,,,,,,,,,,,
state,New Jersey,CUSTODY RECRUITMENT UNIT,12/2/2020,0,2,0,,,,,,,1300 STUYVESANT AVE,8618,TRENTON,,40.24115,-74.79147,
state,New Jersey,EAST JERSEY STATE PRISON,12/2/2020,184,131,8,,,,,,,1100 WOODBRIDGE RD,7065,RAHWAY,MIDDLESEX,40.59056403,-74.26959748,34023
state,New Jersey,EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN,12/2/2020,124,97,2,,,,,,,30 COUNTY RD 513 PO BOX 4004,8809,CLINTON,HUNTERDON,40.62888669,-74.93457377,34019
federal,New Jersey,FAIRTON FCI,12/2/2020,99,,0,0,95,7,876,,,655 FAIRTON MILLVILLE RD,8320,FAIRTON,CUMBERLAND,39.3848261,-75.16020169,34011
state,New Jersey,FENWICK HOUSE,12/2/2020,0,0,0,,,,,,,,,,,,,
state,New Jersey,FLETCHER HOUSE,12/2/2020,1,0,0,,,,,,,,,,,,,
federal,New Jersey,FORT DIX FCI,12/2/2020,489,,0,0,75,6,"1,342",,,5756 HARTFORD  POINTVILE RD,8640,FORT DIX,BURLINGTON,39.99963048,-74.61453854,34005
state,New Jersey,GARDEN STATE YOUTH CORRECTIONAL FACILITY,12/2/2020,423,76,1,,,,,,,55 HOGBACK RD,8515,CROSSWICKS,BURLINGTON,40.15916829,-74.67634386,34005
state,New Jersey,GARRETT HOUSE,12/2/2020,4,0,0,,,,,,,,,,,,,
state,New Jersey,HOPE HALL,12/2/2020,13,0,0,,,,,,,,,,,,,
state,New Jersey,JAMES A HEMM HOUSE,12/2/2020,1,0,0,,,,,,,,,,,,,
state,New Jersey,KINTOCK BRIDGETON 1,12/2/2020,10,0,0,,,,,,,,,,,,,
state,New Jersey,KINTOCK BRIDGETON 2,12/2/2020,15,0,0,,,,,,,,,,,,,
state,New Jersey,KINTOCK NEWARK,12/2/2020,10,0,0,,,,,,,,,,,,,
state,New Jersey,MID STATE CORRECTIONAL FACILITY,12/2/2020,80,87,1,,,,,,,866 RANGE RD,8562,WRIGHTSTOWN,BURLINGTON,39.99856358,-74.58339291,34005
state,New Jersey,NEW JERSEY STATE PRISON,12/2/2020,178,141,6,,,,,,,600 CASS ST,8608,TRENTON,MERCER,40.20727335,-74.75636872,34021
state,New Jersey,NORTHERN STATE PRISON,12/2/2020,258,200,10,,,,,,,168 FRONTAGE RD,7114,NEWARK,ESSEX,40.71279184,-74.17351794,34013
state,New Jersey,SOUTH WOODS STATE PRISON,12/2/2020,749,77,7,,,,,,,215 S BURLINGTON RD,8302,BRIDGETON,CUMBERLAND,39.41308561,-75.20767164,34011
state,New Jersey,SOUTHERN STATE CORRECTIONAL FACILITY,12/2/2020,208,112,0,,,,,,,4295 N DELSEA DR,8314,DELMONT,CUMBERLAND,39.23464849,-74.95441994,34011
state,New Jersey,THE HARBOR HOUSE,12/2/2020,9,0,0,,,,,,,,,,,,,
state,New Jersey,TULLY HOUSE,12/2/2020,7,0,0,,,,,,,,,,,,,
state,New Jersey,WILLIAM H FAUVER YOUTH CORRECTIONAL FACILITY,12/2/2020,212,69,0,,,,,,,,,,,,,
state,New Mexico,CENTRAL NEW MEXICO CF CNMCF,12/2/2020,201,,5,,38,,,,,,,,,,,35061
federal,New Mexico,DISMAS CHARITIES ALBUQUERQUE RRC,12/2/2020,35,,0,0,18,0,35,,,,,,,,,
state,New Mexico,GUADALUPE COUNTY CF GCCF,12/2/2020,55,,0,,0,,,,,,,,,,,35019
state,New Mexico,LEA COUNTY CF LCCF,12/2/2020,144,,0,,44,,,,,,,,,,,35025
state,New Mexico,NORTHEAST NEW MEXICO CF NENMCF,12/2/2020,86,,0,,4,,,,,,,,,,,35059
state,New Mexico,NORTHWEST NEW MEXICO CC NWNMCC,12/2/2020,49,,1,,1,,,,,,,,,,,35006
state,New Mexico,OTERO COUNTY PRISON FACILITY OCPF,12/2/2020,472,,4,,468,,,,,,,,,,,35035
federal,New Mexico,OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,12/2/2020,1,,0,0,1,0,1,,,10 MCGREGOR RANGE RD,88081,CHAPARRAL,OTERO,32.07842312,-106.2780732,35035
state,New Mexico,PENITENTIARY OF NEW MEXICO PNM,12/2/2020,104,,0,,5,,,,,,,,,,,35049
state,New Mexico,ROSWELL CC RCC,12/2/2020,224,,1,,0,,,,,,,,,,,35005
state,New Mexico,SOUTHERN NEW MEXICO CF SNMCF,12/2/2020,139,,0,,2,,,,,,,,,,,35013
state,New Mexico,SPRINGER CC SCC,12/2/2020,1,,0,,0,,,,,,,,,,,35007
state,New Mexico,STATEWIDE,12/2/2020,,,,,,,,,,,,,,,,
state,New Mexico,WESTERN NEW MEXICO CF WNMCF,12/2/2020,4,,0,,4,,,,,,,,,,,35006
state,New York,ADIRONDACK,12/2/2020,2,,0,,2,,79,,,196 RAY BROOK RD,12977,RAY BROOK,ESSEX,44.2959809,-74.09147654,36031
state,New York,ALBION,12/2/2020,11,,0,,9,,562,,,3595 STATE SCHOOL RD,14411,ALBION,ORLEANS,43.24495011,-78.21490278,36073
state,New York,ALTONA,12/2/2020,0,,0,,0,,248,,,555 DEVILS DEN RD,12910,ALTONA,CLINTON,44.89132118,-73.65994966,36019
state,New York,ATTICA,12/2/2020,48,,0,,5,,"1,648",,,639 EXCHANGE ST,14011,ATTICA,WYOMING,42.84963649,-78.27130142,36121
state,New York,AUBURN,12/2/2020,1,,0,,0,,"1,034",,,135 STATE ST,13024,AUBURN,CAYUGA,42.93458853,-76.57422546,36011
state,New York,BARE HILL,12/2/2020,0,,0,,0,,828,,,181 BRAND RD,12953,MALONE,FRANKLIN,44.88036405,-74.32415649,36033
state,New York,BEDFORD HILLS,12/2/2020,58,,1,,52,,635,,,247 HARRIS RD,10507,BEDFORD HILLS,WESTCHESTER,41.23840338,-73.68078525,36119
federal,New York,BRONX CCC,12/2/2020,2,,1,0,1,0,2,,,,,,,,,
federal,New York,BROOKLYN HOUSE,12/2/2020,6,,0,0,2,0,6,,,,,,,,,
federal,New York,BROOKLYN MDC,12/2/2020,22,,0,0,18,41,625,,,80 29TH ST,11232,BROOKLYN,KINGS,40.65990923,-74.00381847,36047
state,New York,CAPE VINCENT,12/2/2020,0,,0,,0,,516,,,36560 STATE ROUTE 12E,13618,CAPE VINCENT,JEFFERSON,44.19783321,-76.18797615,36045
state,New York,CAYUGA,12/2/2020,65,,0,,46,,699,,,2202 STATE ROUTE 38A,13118,MORAVIA,CAYUGA,42.72199926,-76.39619209,36011
state,New York,CLINTON,12/2/2020,32,,0,,26,,"2,035",,,1156 RT 374,12929,DANNEMORA,CLINTON,44.72355588,-73.72131852,36019
state,New York,COLLINS,12/2/2020,2,,0,,2,,881,,,PO BOX 490 MIDDLE RD,14034,COLLINS,ERIE,42.49183185,-78.93895204,36029
state,New York,COXSACKIE,12/2/2020,1,,0,,1,,688,,,11260 ROUTE 9 WEST,12051,COXSACKIE,GREENE,42.34343205,-73.83578762,36039
state,New York,DOWNSTATE,12/2/2020,3,,0,,2,,723,,,121 RED SCHOOLHOUSE ROAD,12524,FISHKILL,DUTCHESS,41.53235271,-73.94553439,36027
state,New York,EASTERN,12/2/2020,30,,1,,28,,816,,,30 INSTITUTION RD,12458,NAPANOCH,ULSTER,41.74152254,-74.361827,36111
state,New York,EDGECOMBE,12/2/2020,1,,0,,1,,11,,,611 EDGECOMBE AVE,10032,NEW YORK,NEW YORK,40.83627181,-73.93783442,36061
state,New York,ELMIRA,12/2/2020,605,,0,,604,,"1,509",,,1879 DAVIS ST,14901,ELMIRA,CHEMUNG,42.11483772,-76.83129164,36015
state,New York,FISHKILL,12/2/2020,114,,6,,108,,"1,420",,,18 STRACK DRIVE,12508,BEACON,DUTCHESS,41.52315588,-73.95039699,36027
state,New York,FIVE POINTS,12/2/2020,2,,0,,0,,980,,,6600 STATE ROUTE 96,14541,ROMULUS,SENECA,42.71197819,-76.84040036,36099
state,New York,FRANKLIN,12/2/2020,2,,0,,2,,951,,,62 BARE HILL RD,12953,MALONE,FRANKLIN,44.86892746,-74.31343704,36033
federal,New York,GEO CARE LLC RCC BRONX,12/2/2020,26,,0,0,2,0,26,,,,,,,,,36005
state,New York,GOUVERNEUR,12/2/2020,2,,0,,2,,713,,,112 SCOTCH SETTLEMENT RD,13642,GOUVERNEUR,ST LAWRENCE,44.34018935,-75.441885,36089
state,New York,GOWANDA,12/2/2020,3,,0,,1,,957,,,P O BOX 350 SOUTH RD,14070,GOWANDA,ERIE,42.4869841,-78.935972,36029
state,New York,GREAT MEADOW,12/2/2020,46,,0,,46,,"1,237",,,11739 STATE ROUTE 22,12821,COMSTOCK,WASHINGTON,43.45758749,-73.43299875,36115
state,New York,GREEN HAVEN,12/2/2020,129,,3,,126,,"1,594",,,594 STATE ROUTE 216,12582,STORMVILLE,DUTCHESS,41.58036953,-73.71652393,36027
state,New York,GREENE,12/2/2020,162,,0,,161,,"1,152",,,165 PLANK RD,12051,COXSACKIE,GREENE,42.34654177,-73.82226295,36039
state,New York,GROVELAND,12/2/2020,1,,0,,0,,671,,,7000 SONYEA RD,14556,SONYEA,LIVINGSTON,42.68250093,-77.83673449,36051
state,New York,HALE CREEK,12/2/2020,0,,0,,0,,287,,,,,,,,,
federal,New York,HORIZON HOUSE RRC ALBANY,12/2/2020,1,,0,0,1,0,3,,,,,,,,,
state,New York,HUDSON,12/2/2020,1,,0,,0,,98,,,50 E COURT ST,12534,HUDSON,COLUMBIA,42.24458968,-73.79309841,36021
state,New York,LAKEVIEW,12/2/2020,1,,0,,1,,307,,,9300 LAKE AVE,14716,BROCTON,CHAUTAUQUA,42.40795174,-79.43456768,36013
state,New York,MARCY,12/2/2020,9,,0,,9,,925,,,9000 OLD RIVER RD,13403,MARCY,ONEIDA,43.160718,-75.3079037,36065
state,New York,MIDSTATE,12/2/2020,34,,0,,24,,"1,003",,,9005 OLD RIVER RD,13403,MARCY,ONEIDA,43.1658393,-75.2962775,36065
state,New York,MOHAWK WALSH RMU,12/2/2020,10,,0,,1,,"1,045",,,6514 ROUTE 26,13442,ROME,ONEIDA,43.18104177,-75.48185145,36065
state,New York,MORIAH,12/2/2020,0,,0,,0,,72,,,75 BURHART LANE,12956,MINEVILLE,ESSEX,44.10750004,-73.53324903,36031
county,New York,NEW YORK CITY JAILS,12/2/2020,225,1469,3,9,,,,,,11-11 HAZEN STREET,11370,EAST ELMHURST,,40.79111,-73.88278,36047
federal,New York,NEW YORK MCC,12/2/2020,42,,0,0,36,41,357,,,150 PARK ROW,10007,NEW YORK,NEW YORK,40.71320853,-74.00156285,36061
state,New York,OGDENSBURG,12/2/2020,0,,0,,0,,274,,,ONE CORRECTION WAY,13669,OGDENSBURG,ST LAWRENCE,44.72502826,-75.44594023,36089
state,New York,ORLEANS,12/2/2020,0,,0,,0,,613,,,3531 GAINES BASIN RD,14411,ALBION,ORLEANS,43.24376059,-78.22018537,36073
state,New York,OTISVILLE,12/2/2020,54,,1,,53,,491,,,57 SANITORIUM ROAD,10963,OTISVILLE,ORANGE,41.48739785,-74.52517791,36071
federal,New York,OTISVILLE FCI,12/2/2020,28,,0,0,23,14,416,,,TWO MILE DR,10963,OTISVILLE,ORANGE,41.49661894,-74.52754345,36071
state,New York,QUEENSBORO,12/2/2020,8,,1,,6,,126,,,47-04 VAN DAM ST,11101,LONG ISLAND CITY,QUEENS,40.7426108,-73.93448221,36081
federal,New York,RAY BROOK FCI,12/2/2020,22,,0,0,13,10,374,,,128 RAY BROOK RD,12977,RAY BROOK,ESSEX,44.290541,-74.0933149,36031
state,New York,RIVERVIEW,12/2/2020,0,,0,,0,,479,,,1110 TIBBITS DR,13669,OGDENSBURG,ST LAWRENCE,44.71648792,-75.4343153,36089
state,New York,ROCHESTER,12/2/2020,0,,0,,0,,34,,,470 FORD ST,14608,ROCHESTER,MONROE,43.14379574,-77.61671589,36055
state,New York,SHAWANGUNK,12/2/2020,101,,1,,100,,457,,,200 QUICK RD,12589,WALLKILL,ULSTER,41.6364732,-74.1631719,36111
state,New York,SING SING,12/2/2020,48,,4,,43,,"1,233",,,354 HUNTER ST,10562,OSSINING,WESTCHESTER,41.15113207,-73.86839617,36119
state,New York,SOUTHPORT,12/2/2020,13,,0,,12,,440,,,236 BOB MASIA DR,14871,PINE CITY,CHEMUNG,42.05072662,-76.79602211,36015
state,New York,STATEWIDE,12/2/2020,,1866,,6,,,,,,,,,,,,
state,New York,SULLIVAN,12/2/2020,28,,0,,28,,414,,,325 RIVERSIDE DR,12733,FALLSBURG,SULLIVAN,41.7429292,-74.59005667,36105
state,New York,TACONIC,12/2/2020,3,,0,,3,,180,,,250 HARRIS RD,10507,BEDFORD HILLS,WESTCHESTER,41.2436115,-73.6790141,36119
state,New York,ULSTER,12/2/2020,16,,0,,16,,311,,,750 BERME RD,12458,NAPANOCH,ULSTER,41.74333049,-74.35655138,36111
state,New York,UPSTATE,12/2/2020,2,,0,,2,,539,,,309 BARE HILL RD,12953,MALONE,FRANKLIN,44.88671942,-74.32479273,36033
state,New York,WALLKILL,12/2/2020,69,,0,,69,,449,,,50 MCKENDRICK RD,12589,WALLKILL,ULSTER,41.6281345,-74.163444,36111
state,New York,WASHINGTON,12/2/2020,16,,0,,16,,668,,,72 LOCK 11 LANE,12821,COMSTOCK,WASHINGTON,43.46844862,-73.42953484,36115
state,New York,WATERTOWN,12/2/2020,0,,0,,0,,274,,,23147 SWAN RD,13601,WATERTOWN,JEFFERSON,43.92431278,-75.90798725,36045
state,New York,WENDE,12/2/2020,31,,0,,31,,684,,,3040 WENDE RD,14004,ALDEN,ERIE,42.93100121,-78.54254232,36029
state,New York,WILLARD,12/2/2020,0,,0,,0,,251,,,7116 COUNTY ROUTE 132,14588,WILLARD,SENECA,42.67994639,-76.86544013,36099
state,New York,WOODBOURNE,12/2/2020,0,,0,,0,,657,,,99 PRISON RD,12788,WOODBOURNE,SULLIVAN,41.75330527,-74.59222191,36105
state,New York,WYOMING,12/2/2020,47,,0,,43,,991,,,3203 DUNBAR RD,14011,ATTICA,WYOMING,42.84949172,-78.26200416,36121
state,North Carolina,ALBEMARLE CI,12/2/2020,425,,3,,363,,"2,316",,,44150 AIRPORT RD,28127,NEW LONDON,STANLY,35.41602345,-80.13737358,37167
state,North Carolina,ALEXANDER CI,12/2/2020,182,,1,,179,,"1,864",,,633 OLD LANDFILL RD,28681,TAYLORSVILLE,ALEXANDER,35.88442972,-81.17672747,37003
state,North Carolina,ANSON CI,12/2/2020,66,,1,,50,,"1,605",,,552 PRISON CAMP RD,28135,POLKTON,ANSON,34.98898821,-80.18047081,37007
state,North Carolina,AVERY MITCHELL CI,12/2/2020,243,,,,210,,"2,323",,,545 AMITY PARK RD,28777,SPRUCE PINE,AVERY,35.93113624,-82.00196607,37011
state,North Carolina,BERTIE CI,12/2/2020,39,,,,56,,"1,524",,,218 COOPER HILL RD,27983,WINDSOR,BERTIE,35.9692523,-76.90859254,37015
state,North Carolina,BROWN CREEK CI,12/2/2020,0,,,,0,,2,,,,,,,,,
state,North Carolina,BURKE CRV,12/2/2020,0,,,,0,,76,,,5150 WESTERN AVE,28655,MORGANTON,BURKE,35.67991917,-81.69067652,37023
federal,North Carolina,BUTNER FMC,12/2/2020,183,,1,0,133,27,622,,,OLD N CAROLINA HWY 75,27509,BUTNER,GRANVILLE,36.137654,-78.81379317,37077
federal,North Carolina,BUTNER LOW FCI,12/2/2020,501,,17,1,603,20,853,,,OLD N CAROLINA HWY 75,27509,BUTNER,GRANVILLE,36.14403069,-78.79959297,37077
federal,North Carolina,BUTNER MEDIUM I FCI,12/2/2020,184,,9,0,170,38,364,,,OLD N CAROLINA HWY 75,27509,BUTNER,GRANVILLE,36.137654,-78.81379317,37077
federal,North Carolina,BUTNER MEDIUM II FCI,12/2/2020,28,,0,0,12,2,409,,,OLD N CAROLINA HWY 75,27509,BUTNER,GRANVILLE,,,37077
state,North Carolina,CALDWELL CC,12/2/2020,10,,1,,15,,279,,,480 PLEASANT HILL RD,28645,LENOIR,CALDWELL,35.85543098,-81.52095003,37027
state,North Carolina,CALEDONIA CI,12/2/2020,87,,,,86,,"1,246",,,2787 CALEDONIA DR,27882,TILLERY,HALIFAX,36.30154625,-77.45463622,37083
state,North Carolina,CARTERET CC,12/2/2020,79,,,,60,,495,,,1084 ORANGE ST,28570,NEWPORT,CARTERET,34.78213567,-76.84531101,37031
state,North Carolina,CASWELL CC,12/2/2020,46,,,,42,,964,,,444 COUNTY HOME RD,27212,BLANCH,CASWELL,36.41890724,-79.34228117,37033
state,North Carolina,CATAWBA CC,12/2/2020,43,,,,50,,317,,,1347 PRISON CAMP RD,28658,NEWTON,CATAWBA,35.61581975,-81.20959244,37035
state,North Carolina,CENTRAL PRISON,12/2/2020,38,,3,,27,,"2,681",,,1300 WESTERN BLVD,27606,RALEIGH,WAKE,35.77759538,-78.65503194,37183
state,North Carolina,CENTRAL PRISON HCF,12/2/2020,0,,,,0,,1,,,,,,,,,
state,North Carolina,COLUMBUS CI,12/2/2020,64,,,,61,,"1,033",,,1255 PRISON CAMP RD,28472,WHITEVILLE,COLUMBUS,34.27835912,-78.71957039,37047
state,North Carolina,CRAGGY CC,12/2/2020,65,,,,68,,745,,,2992 RIVERSIDE DRIVE,28804,ASHEVILLE,BUNCOMBE,35.66356803,-82.61517732,37021
state,North Carolina,CRAVEN CI,12/2/2020,229,,,,101,,"3,844",,,600 ALLIGATOR RD,28586,VANCEBORO,CRAVEN,35.31703318,-77.11802203,37049
state,North Carolina,DAN RIVER PWF,12/2/2020,118,,,,119,,"1,065",,,981 MURRAY RD,27212,BLANCH,CASWELL,36.43326247,-79.34720022,37033
state,North Carolina,DAVIDSON CC,12/2/2020,17,,,,31,,295,,,,,,,,,37057
state,North Carolina,EASTERN CI,12/2/2020,97,,,,89,,841,,,2699 HWY 903,28554,MAURY,GREENE,35.47818749,-77.59895815,37079
state,North Carolina,FOOTHILLS CI,12/2/2020,55,,,,20,,"1,097",,,5150 WESTERN AVE,28655,MORGANTON,BURKE,35.67991917,-81.69067652,37023
state,North Carolina,FORSYTH CC,12/2/2020,50,,,,10,,439,,,307 CRAFT DR,27105,WINSTON-SALEM,FORSYTH,36.1445991,-80.26255017,37067
state,North Carolina,FRANKLIN CC,12/2/2020,11,,,,36,,481,,,5918 HWY 39 S,27508,BUNN,FRANKLIN,35.94586746,-78.24921097,37069
state,North Carolina,GASTON CC,12/2/2020,76,,,,70,,419,,,520 JUSTICE COURT,28034,DALLAS,GASTON,35.31350117,-81.19417808,37071
state,North Carolina,GREENE CI,12/2/2020,116,,1,,110,,"1,342",,,2699 HWY 903,28554,MAURY,GREENE,35.47818749,-77.59895815,37079
state,North Carolina,HARNETT CI,12/2/2020,44,,1,,38,,"1,243",,,1210 E MCNEILL ST,27546,LILLINGTON,HARNETT,35.38741041,-78.80077653,37085
state,North Carolina,HOKE CI,12/2/2020,0,,,,0,,1,,,,,,,,,
state,North Carolina,HYDE CI,12/2/2020,45,,,,56,,661,,,620 PRISON RD,27826,FAIRFIELD,HYDE,35.49419232,-76.33468785,37095
state,North Carolina,JOHNSTON CI,12/2/2020,117,,,,102,,794,,,2465 US 70 W,27577,SMITHFIELD,JOHNSTON,35.557452,-78.32899764,37101
state,North Carolina,LINCOLN CC,12/2/2020,14,,,,15,,237,,,464 ROPER DR,28092,LINCOLNTON,LINCOLN,35.48401482,-81.23538649,37109
state,North Carolina,LUMBERTON CI,12/2/2020,220,,1,,230,,"1,049",,,75 LEGEND RD,28359,LUMBERTON,ROBESON,34.5873676,-79.054786,37155
state,North Carolina,MARION CI,12/2/2020,8,,,,11,,839,,,355 OLD GLENWOOD DR,28752,MARION,MCDOWELL,35.64026256,-81.94698374,37111
state,North Carolina,MAURY CI,12/2/2020,15,,,,29,,"1,820",,,2568 MOORE ROUSE RD,28538,HOOKERTON,GREENE,35.44876119,-77.60764781,37079
state,North Carolina,MORRISON CI,12/2/2020,107,,,,90,,779,,,1573 MCDONALD CHURCH RD,28347,HOFFMAN,RICHMOND,35.02193053,-79.60712744,37153
state,North Carolina,MOUNTAIN VIEW CI,12/2/2020,140,,1,,122,,"1,199",,,545 AMITY PARK RD,28777,SPRUCE PINE,AVERY,35.93113624,-82.00196607,37011
state,North Carolina,NASH CI,12/2/2020,9,,,,6,,932,,,2869 US 64 ALT,27856,NASHVILLE,NASH,35.9691042,-78.01514843,37127
state,North Carolina,NCCI WOMEN,12/2/2020,273,,1,,194,,"3,129",,,1034 BRAGG ST,27610,RALEIGH,WAKE,35.76470598,-78.62096416,37183
state,North Carolina,NEUSE CI,12/2/2020,465,,3,,295,,"1,950",,,701 STEVENS MILL RD,27533,GOLDSBORO,WAYNE,35.38793305,-78.03684678,37191
state,North Carolina,NEW HANOVER CC,12/2/2020,81,,,,81,,865,,,330 DIVISION DR,28402,WILMINGTON,NEW HANOVER,34.26648745,-77.92266866,37129
state,North Carolina,NORTH PIEDMONT CRV,12/2/2020,1,,,,1,,196,,,1420 RALEIGH RD,27292,LEXINGTON,DAVIDSON,,,37057
state,North Carolina,OFF PREMISES,12/2/2020,0,,,,37,,0,,,,,,,,,
state,North Carolina,ORANGE CC,12/2/2020,69,,,,66,,433,,,2110 CLARENCE WALTERS RD,27278,HILLSBOROUGH,ORANGE,36.05345198,-79.10118383,37135
state,North Carolina,PAMLICO CI,12/2/2020,105,,,,72,,973,,,601 N THIRD ST,28515,BAYBORO,PAMLICO,35.16043587,-76.77080712,37137
state,North Carolina,PASQUOTANK CI,12/2/2020,44,,,,26,,981,,,527 COMMERCE DR,27906,ELIZABETH CITY,PASQUOTANK,36.36067354,-76.31073875,37139
state,North Carolina,PENDER CI,12/2/2020,324,,4,,291,,"1,459",,,906 PENDERLEA HWY,28425,BURGAW,PENDER,34.55471094,-77.93711186,37141
state,North Carolina,PIEDMONT CI,12/2/2020,210,,,,59,,"3,512",,,1245 CAMP RD,28147,SALISBURY,ROWAN,35.62127907,-80.5450782,37159
state,North Carolina,POLK CI,12/2/2020,57,,,,7,,"1,573",,,1001 VEAZEY RD,27509,BUTNER,GRANVILLE,36.13581599,-78.78554777,37077
state,North Carolina,RANDOLPH CC,12/2/2020,1,,,,0,,379,,,2760 US HWY 220 BUSINESS,27203,ASHEBORO,RANDOLPH,35.66810835,-79.82424228,37151
federal,North Carolina,RIVERS CI,12/2/2020,,,0,0,25,0,,,,145 PARKERS FISHERY RD,27986,WINTON,HERTFORD,36.40526967,-76.95966914,37091
state,North Carolina,ROBESON CRV,12/2/2020,0,,,,0,,42,,,,,,,,,
state,North Carolina,RUTHERFORD CC,12/2/2020,2,,,,6,,263,,,549 LEDBETTER RD,28160,SPINDALE,RUTHERFORD,35.36509371,-81.91454325,37161
state,North Carolina,SAMPSON CI,12/2/2020,9,,,,13,,487,,,700 NORTHWEST BLVD HWY 421N,28328,CLINTON,SAMPSON,35.01274206,-78.34089616,37163
state,North Carolina,SANFORD CC,12/2/2020,20,,,,4,,569,,,417 ADVANCEMENT CENTER RD,27330,SANFORD,LEE,35.4726341,-79.1593789,37105
state,North Carolina,SCOTLAND CI,12/2/2020,452,,2,,411,,"4,060",,,22385 MCGIRTS BRIDGE RD,28353,LAURINBURG,SCOTLAND,34.81190277,-79.36494701,37165
federal,North Carolina,SOUTH RALEIGH RE ENTRY CENTER,12/2/2020,0,,,,,,0,,,,,,,,,
state,North Carolina,SOUTHERN CI,12/2/2020,13,,,,15,,455,,,272 GLEN RD,27371,TROY,MONTGOMERY,35.37938363,-79.87216029,37123
state,North Carolina,SWANNANOA CCW,12/2/2020,1,,,,1,,360,,,55 LAKE EDEN ROAD,28711,BLACK MOUNTAIN,BUNCOMBE,35.61094196,-82.37390015,37021
state,North Carolina,TABOR CI,12/2/2020,561,,1,,422,,"3,095",,,4600 SWAMP FOX HWY W,28463,TABOR CITY,COLUMBUS,34.18742355,-78.91156021,37047
state,North Carolina,TYRRELL PWF,12/2/2020,0,,,,23,,19,,,,,,,,,
